epoch,train_loss,ce,physics,temporal,sparsity_pen,val_accuracy,val_f1,val_sparsity,nan_batches_skipped
1,1.794037165004428,1.794037165004428,,,,0.46308674985145576,0.0633027052883729,0.7203924683522158,0
2,1.6432873692606935,1.6432873692606935,,,,0.5131461675579323,0.1414722725482768,0.7536538554059071,0
3,1.5422455613447887,1.5422455613447887,,,,0.5148544266191325,0.14318722917622576,0.7555757521733536,0
4,1.4919377543430516,1.4919377543430516,,,,0.5164884135472371,0.14921534018409904,0.7742297489399581,0
5,1.4406376750634449,1.4406376750634449,,,,0.5560754604872252,0.24756162217749594,0.7666691700947823,0
6,1.370524720649908,1.370524720649908,,,,0.5769459298871064,0.2776169730982066,0.7467810736699229,0
